"Id","SalePrice"
1461,106610.329805939
1462,157735.676327732
1463,172529.559695789
1464,198256.180996629
1465,191620.567099028
1466,168176.205028687
1467,183260.239407954
1468,164919.494940232
1469,192911.001149878
1470,118032.697835502
1471,185588.632366071
1472,103206.738693838
1473,98808.4241532684
1474,156413.189550771
1475,123312.287009401
1476,351746.942581199
1477,243388.482398122
1478,271856.336986992
1479,269987.101652031
1480,496633.432210979
1481,334733.423841166
1482,211316.366340332
1483,173120.349097599
1484,168990.842242343
1485,183226.300888902
1486,197524.874846178
1487,322555.062849204
1488,245220.113840352
1489,189181.891711745
1490,225345.292669242
1491,191079.236588634
1492,88036.4389519807
1493,176580.657370161
1494,287117.766980647
1495,294769.748226151
1496,233419.111520048
1497,182044.298162329
1498,168683.702901762
1499,167008.224457234
1500,161046.299398413
1501,176646.749122316
1502,159643.171413411
1503,274643.941267265
1504,241911.550919972
1505,224635.501130065
1506,195523.086208511
1507,254453.873858935
1508,203096.87679771
1509,158300.398704219
1510,144949.098879352
1511,151307.229906327
1512,174507.87888453
1513,139147.530984183
1514,155670.177324803
1515,211136.967766037
1516,154985.489532194
1517,175123.518461576
1518,134167.399350788
1519,210283.089966832
1520,130952.041597516
1521,131829.474812408
1522,174037.333164849
1523,108361.100832687
1524,123873.990931261
1525,126168.835374398
1526,113281.15301633
1527,110599.550397875
1528,144540.774736306
1529,141465.282678312
1530,194807.012048595
1531,113988.402524308
1532,99341.0287086483
1533,140650.045749903
1534,117029.59360009
1535,143749.159666474
1536,107432.353829298
1537,59846.3894922294
1538,153333.923228955
1539,196610.202095982
1540,93485.7861245862
1541,133037.648077793
1542,127912.944277254
1543,184574.813376205
1544,86114.062843715
1545,114111.871529033
1546,129696.845788273
1547,122890.018224638
1548,123851.04899212
1549,115940.803259832
1550,127366.670826668
1551,112341.900915285
1552,129545.580480938
1553,133656.485801916
1554,126809.560128127
1555,160018.390105241
1556,94114.9375982739
1557,102603.737253122
1558,105016.232360696
1559,75550.3861287618
1560,143145.205353482
1561,122886.097869088
1562,130495.644055399
1563,120421.649914354
1564,164161.451587955
1565,139573.344209142
1566,227006.903728348
1567,78287.2549063551
1568,241156.37652576
1569,120835.476697082
1570,139510.105899399
1571,122112.055484883
1572,149964.300235089
1573,210566.697756438
1574,122389.387613478
1575,230210.385246081
1576,259116.930216337
1577,171906.511158178
1578,153830.280111956
1579,141484.920913927
1580,189396.218309674
1581,147205.710172805
1582,125020.765433886
1583,307429.608780746
1584,219051.001981158
1585,140740.799759435
1586,70184.3447262318
1587,103200.686851912
1588,154338.528979878
1589,91040.6559171104
1590,137543.835493732
1591,93135.4871675296
1592,119581.784118808
1593,127141.901826635
1594,125133.70413544
1595,107403.614969944
1596,210613.088539377
1597,177887.202221435
1598,194707.876697728
1599,168984.263814005
1600,159180.009211298
1601,67257.0317523952
1602,109623.842940493
1603,90270.121554732
1604,234367.234302486
1605,245110.182123982
1606,172324.797985544
1607,184517.574662027
1608,207940.13957052
1609,180216.276065359
1610,142108.50407966
1611,135719.500246716
1612,164011.446408291
1613,158790.435727635
1614,130757.336228803
1615,95056.237132984
1616,81881.5814459523
1617,98738.5012129291
1618,124455.235201582
1619,136635.278028927
1620,170638.09711429
1621,132700.210088841
1622,141839.8357234
1623,281836.753627813
1624,218678.643209825
1625,119553.972000549
1626,172701.862719745
1627,189143.306532805
1628,282394.158646146
1629,171381.958681186
1630,368622.793053255
1631,216331.612052905
1632,234317.273631112
1633,167701.200291706
1634,182143.061268261
1635,174959.47117582
1636,153710.00323713
1637,193373.362484673
1638,183369.858872105
1639,188846.447498083
1640,261475.197300348
1641,185420.767389383
1642,231627.883360196
1643,211225.912271386
1644,224193.007459962
1645,207592.238221177
1646,162602.245925388
1647,159452.804967175
1648,125624.100385085
1649,138715.669848038
1650,111003.435052871
1651,119091.532786586
1652,105154.607616725
1653,107926.69906849
1654,148057.760517872
1655,144713.103398976
1656,145862.082174615
1657,150116.927734964
1658,148737.10135495
1659,127478.136995817
1660,158434.465566217
1661,430410.736981613
1662,404869.768648931
1663,366053.493605496
1664,541850.2138778
