"Id","SalePrice"
1461,112705.774267096
1462,169141.716682046
1463,181182.611333047
1464,189830.490001096
1465,185085.900813009
1466,172055.358557586
1467,174697.34840099
1468,167320.286567284
1469,188020.123412637
1470,128711.211076127
1471,197933.866771705
1472,93375.883999529
1473,90425.2778048371
1474,154052.732183884
1475,117691.185038457
1476,342591.865185348
1477,256985.93094071
1478,280956.915695481
1479,273490.973122702
1480,536924.652843559
1481,358804.883410105
1482,203108.118767895
1483,168005.759416537
1484,163211.764039601
1485,171286.865996874
1486,201025.563927087
1487,324999.171272207
1488,243762.28409429
1489,209470.544502056
1490,204082.429773054
1491,188809.664497466
1492,82793.3775096987
1493,201532.323695545
1494,299424.396797166
1495,320372.116858742
1496,242999.815665721
1497,175342.462506892
1498,163817.589265533
1499,157705.235449395
1500,153442.918144112
1501,179852.204938469
1502,156648.924116355
1503,307468.948078899
1504,240995.212862111
1505,226291.950439336
1506,194134.359073972
1507,256594.589963249
1508,213070.560994864
1509,164345.867078304
1510,148758.856837988
1511,144813.720093171
1512,176443.198157744
1513,125054.573426871
1514,179807.443677576
1515,199673.951064265
1516,153934.510081792
1517,158039.626602939
1518,145779.241096113
1519,216446.575067511
1520,138479.43844459
1521,136108.938329799
1522,168685.031497719
1523,116182.013521666
1524,124590.912209898
1525,116128.620289547
1526,131625.607595996
1527,110232.051231151
1528,138175.891701571
1529,153613.639154758
1530,166768.928476161
1531,118837.303051807
1532,100756.600348511
1533,141955.221440628
1534,118607.34836266
1535,152075.84084127
1536,116250.507981835
1537,69558.1627878159
1538,172419.848207619
1539,185049.719457574
1540,90334.0858499754
1541,146816.712099592
1542,128634.88410197
1543,236618.777029562
1544,80115.3357534297
1545,90338.2211109067
1546,122369.665606121
1547,132189.806245979
1548,114914.339182476
1549,113753.971562357
1550,134424.72949055
1551,107710.059036026
1552,123601.061848737
1553,151418.102245429
1554,117924.649061581
1555,171504.916083668
1556,82883.2803961805
1557,92483.8818080002
1558,86855.7963281718
1559,85593.2576723781
1560,159083.163971045
1561,145407.543384803
1562,125479.027654784
1563,121148.688758049
1564,140094.821403069
1565,139021.696804889
1566,238995.978276958
1567,75003.0173274374
1568,224972.687166551
1569,117773.485032035
1570,139383.185179415
1571,127530.418467971
1572,147236.657455523
1573,241739.864053425
1574,86179.8791586903
1575,220627.633617901
1576,218159.373935506
1577,186113.925046179
1578,142280.096203976
1579,147289.041872433
1580,203385.685218414
1581,145239.155161525
1582,130282.827093565
1583,335154.940619876
1584,219202.959217654
1585,142844.865730873
1586,68561.9694301753
1587,102532.124914909
1588,154270.46870685
1589,93025.5959099768
1590,130062.102428028
1591,94692.0633698262
1592,117072.583438708
1593,117920.263136491
1594,132111.794406087
1595,99602.0310759276
1596,225799.364186586
1597,168813.938063133
1598,183017.531332768
1599,177121.27708381
1600,169684.57450268
1601,60357.8989653307
1602,105406.984841727
1603,80756.9337530254
1604,268102.722952122
1605,231500.400735296
1606,175653.599471839
1607,170348.051322223
1608,183101.853146149
1609,186129.367496909
1610,151334.082695529
1611,141091.434279279
1612,164002.199217159
1613,154806.044060094
1614,128632.553283169
1615,81461.6044624805
1616,79573.7136617239
1617,90816.9463540177
1618,124303.345777537
1619,121912.936210432
1620,170592.073233641
1621,132365.911615349
1622,140448.92014724
1623,310531.886808147
1624,205663.453577263
1625,127586.255408469
1626,166921.679903653
1627,188174.393234844
1628,279377.836249894
1629,184389.112052107
1630,360656.749807645
1631,223650.876930059
1632,244796.405026947
1633,172341.924872707
1634,187533.747726114
1635,183628.213057725
1636,154731.65412704
1637,198185.460777931
1638,202958.831732558
1639,173446.318727044
1640,254174.900343859
1641,180302.15035012
1642,216306.255284145
1643,232224.572398796
1644,237773.339303116
1645,173323.296369671
1646,157631.857602376
1647,162383.165831471
1648,133895.166251214
1649,141841.683847342
1650,116590.13955631
1651,120190.541768203
1652,96863.322105234
1653,92582.0116785438
1654,160358.699529741
1655,156318.817196563
1656,149353.473835462
1657,158460.99291669
1658,145289.166187417
1659,134383.328103376
1660,146891.499326036
1661,438949.153817371
1662,399315.722543465
1663,370159.97623807
1664,556924.273280535
1665,282840.937764504
1666,332146.119104508
1667,397485.912435115
1668,305193.769498332
1669,306025.573262358
1670,358686.507622826
1671,254143.875028018
1672,531260.221919246
1673,287965.98618546
1674,240004.614509031
1675,177701.268712305
1676,194906.818740972
1677,225434.659337663
1678,512789.728819661
1679,455527.78739687
1680,344114.491741145
1681,247802.010295714
1682,313110.716492579
1683,169492.113386239
1684,170997.650899639
1685,172642.633458883
1686,167370.398754863
1687,166337.525971971
1688,193025.396874932
1689,201227.155214902
1690,188437.481607502
1691,178473.518037847
1692,273851.926988287
1693,167457.093149948
1694,181025.441367651
1695,168512.827062789
1696,266279.286777701
1697,175936.7625392
1698,375491.42201654
1699,308303.718576636
1700,251579.052383385
1701,268869.587240296
1702,245722.170167222
1703,264145.360099047
1704,287778.752309322
1705,236021.315225563
1706,445336.775959671
1707,218485.42833369
1708,206444.770494535
1709,288124.214080725
1710,225235.665324108
1711,262798.574867742
1712,219193.552249054
1713,260707.956784148
1714,220206.170839506
1715,212655.016494341
1716,180109.841456651
1717,178459.051147339
1718,135847.764780298
1719,197490.390350913
1720,240313.351562471
1721,178037.813764392
1722,119274.43357747
1723,151776.502148827
1724,191081.938245113
1725,229172.619797141
1726,189807.861792021
1727,151650.047419285
1728,183900.553641009
1729,163227.485534362
1730,166437.176596707
1731,120947.822138797
1732,89362.3312036988
1733,115717.033307976
1734,126033.465469632
1735,136195.934531605
1736,114972.656309216
1737,357050.026004779
1738,224321.825533831
1739,245064.793040911
1740,211121.898519474
1741,179930.778453299
1742,175043.060887409
1743,176186.437866145
1744,297013.519246157
1745,199154.390054115
1746,172166.808201228
1747,210879.019104281
1748,233138.365063057
1749,159114.116541492
1750,135734.19296335
1751,237844.325253539
1752,120118.00753745
1753,141991.778490168
1754,199152.300852378
1755,181626.358158601
1756,116063.186141728
1757,118446.272123454
1758,137509.930598533
1759,171354.34361306
1760,173119.27847756
1761,128879.486530419
1762,179148.123185498
1763,169535.923561897
1764,123254.524083429
1765,171926.92813482
1766,177476.525408103
1767,212948.26974985
1768,140987.19246668
1769,181085.702516127
1770,151729.322498502
1771,131707.351671283
1772,133894.017024715
1773,138265.527626175
1774,129076.291132174
1775,137698.113559909
1776,120173.120390742
1777,122454.770074668
1778,134263.04167475
1779,121626.099043204
1780,192436.31043288
1781,124632.030420389
1782,94970.2505776845
1783,139085.483097531
1784,111936.777751099
1785,120939.978944566
1786,176537.959236979
1787,150257.811564467
1788,57825.5018252008
1789,101567.764319184
1790,83855.803775187
1791,191714.043729455
1792,155043.770392583
1793,128749.023190644
1794,151299.593326968
1795,132330.570822387
1796,125568.809353835
1797,105124.890736801
1798,124038.916655357
1799,113918.118052383
1800,126978.356147299
1801,123334.24514309
1802,130500.441560335
1803,143506.962489054
1804,146846.818481415
1805,138332.660802571
1806,120056.050100746
1807,130744.975387018
1808,116046.584357252
1809,116021.132899869
1810,132216.030579685
1811,96415.2293425208
1812,94265.0717454171
1813,114981.209051931
1814,93335.2859445703
1815,48947.0479649659
1816,92081.4237103539
1817,108031.641857639
1818,154739.475195733
1819,123649.400113257
1820,64862.9197449194
1821,108571.715542668
1822,146749.66007388
1823,58859.7642947476
1824,119799.285201462
1825,130397.06049265
1826,104907.262398261
1827,109479.410997813
1828,130372.688930294
1829,104436.996463982
1830,139840.535253208
1831,149787.960304562
1832,90365.7943552402
1833,136918.324354134
1834,122680.13283314
1835,126782.453004179
1836,116669.555552801
1837,74769.1983978055
1838,144363.370469377
1839,84632.8627717583
1840,173458.559595128
1841,164918.465445135
1842,73579.6191061704
1843,139735.618479098
1844,155501.928740667
1845,131757.352315456
1846,156161.768728052
1847,150124.461250508
1848,54533.4460218563
1849,113990.169667967
1850,117286.810558708
1851,164884.496786884
1852,129864.785530567
1853,133532.119121709
1854,168027.390883988
1855,132600.409335729
1856,220372.767767942
1857,152376.641803136
1858,142995.203697558
1859,120279.063022987
1860,155284.823581818
1861,118558.945970957
1862,264530.809374968
