"LotFrontage","LotArea","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","WoodDeckSF","TotBathrooms","TotalPorchSF","Age","MSSubClass1 story 1946+","MSSubClass1,5 story fin","MSSubClass2 story 1946+","MSSubClass1 story PUD 1946+","MSZoningRL","MSZoningRM","LotShape","LotConfigCulDSac","LotConfigInside","NeighborhoodCollgCr","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodNAmes","NeighborhoodNridgHt","NeighborhoodOldTown","NeighborhoodSawyer","NeighborhoodSomerst","Condition1Feedr","Condition1Norm","BldgTypeTwnhsE","HouseStyle1Story","HouseStyle2Story","OverallQual","OverallCond","RoofStyleGable","RoofStyleHip","Exterior1stHdBoard","Exterior1stMetalSd","Exterior1stPlywood","Exterior1stVinylSd","Exterior1stWd Sdng","Exterior2ndHdBoard","Exterior2ndMetalSd","Exterior2ndPlywood","Exterior2ndVinylSd","Exterior2ndWd Sdng","MasVnrType","ExterQual","ExterCond","FoundationCBlock","FoundationPConc","BsmtQual","BsmtExposure","BsmtFinType1","HeatingQC","CentralAir","ElectricalSBrkr","KitchenQual","FireplaceQu","GarageTypeAttchd","GarageTypeBuiltIn","GarageTypeDetchd","GarageTypeNo Garage","GarageFinish","GarageQual","GarageCond","PavedDrive","FenceMnPrv","FenceNone","MoSold3","MoSold4","MoSold5","MoSold6","MoSold7","MoSold8","MoSold9","MoSold10","YrSold2007","YrSold2008","YrSold2009","YrSold2010","SaleTypeNew","SaleTypeWD","SaleConditionNormal","SaleConditionPartial","Remod","NeighRich"
0.575174507493064,0.5256377968114,-0.792686197091793,0.0655928558359517,-0.660687678705016,-0.38877452339871,-0.636258842223045,-0.784503797846999,-1.42851898456131,-1.04515762211958,-0.925705063955099,-0.924604452482965,-1.00447533591049,0.964886971841784,-1.50802092962437,0.740132677165062,1.21855346298326,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,5,6,1,0,0,0,0,1,0,0,0,0,1,0,0,3,3,1,0,3,1,3,3,1,1,3,0,1,0,0,0,1,3,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0.612614097119532,0.929257822504644,0.998542212552791,1.08995109904291,-0.351385059284384,0.652038363059532,0.590565467962586,-0.784503797846999,-0.209491560872423,0.169957875577836,-0.286433834893304,-0.924604452482965,-1.00447533591049,1.36131804479393,-0.88837068991254,0.198201620475677,1.3621646484514,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,6,6,0,1,0,0,0,0,1,0,0,0,0,1,1,3,3,1,0,3,1,5,3,1,1,4,0,1,0,0,0,1,3,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0.340344185243937,0.868022256866458,-0.792686197091793,0.792774641672976,-0.963167446226664,-0.281666262152448,-0.527078633802696,0.852888876707161,0.420021281669971,0.169957875577836,-0.286433834893304,0.626327800474372,0.307685235003481,1.12403648709239,0.350929789511123,0.17278536279627,-0.552651157790582,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,5,5,1,0,0,0,0,1,0,0,0,0,1,0,0,3,3,0,1,4,1,6,4,1,1,3,3,1,0,0,0,3,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
0.498888327279347,0.225426825483009,0.369759057694838,0.367271986802395,-0.537876344523294,-0.286323143076198,-0.533791414212736,0.799165579253886,0.372185186540322,0.169957875577836,0.352837394168492,0.626327800474372,0.307685235003481,1.32757213307721,0.350929789511123,0.198201620475677,-0.552651157790582,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,6,6,1,0,0,0,0,1,0,0,0,0,1,0,1,3,3,0,1,3,1,6,5,1,1,4,4,1,0,0,0,3,3,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
-1.2869032112948,-1.13257421931291,-0.792686197091793,-0.395931187806742,1.03820244414213,0.537944780427644,0.473645025638767,-0.784503797846999,-0.325668933947955,-1.04515762211958,-0.925705063955099,-0.924604452482965,0.307685235003481,-0.944279376446777,-0.268720450200709,1.02789445673707,-0.265428786854284,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,8,5,1,0,1,0,0,0,0,1,0,0,0,0,0,4,3,0,1,4,1,5,5,1,1,4,0,1,0,0,0,2,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.380759190291341,0.229761989325031,-0.792686197091793,-0.988032765748344,0.460534316694775,-0.665858938361866,-1.13613568171349,1.29902582512349,0.468998735463859,0.169957875577836,0.352837394168492,0.626327800474372,0.307685235003481,1.00880306969496,0.350929789511123,0.578615613827123,-0.361169577166384,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6,5,1,0,1,0,0,0,0,1,0,0,0,0,0,3,3,0,1,4,1,1,4,1,1,3,3,1,0,0,0,3,3,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
-0.0962977407250963,-0.214386696799523,-0.792686197091793,1.11696714062199,-0.744836185459159,0.277159448697615,0.238888524891545,-0.784503797846999,-0.558933477146324,0.169957875577836,-0.286433834893304,-0.924604452482965,0.307685235003481,1.4406875097248,0.970580029222955,-0.0395763897190963,-0.983484714195029,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,6,7,1,0,1,0,0,0,0,1,0,0,0,0,0,3,4,0,1,4,1,5,5,1,1,3,0,1,0,0,0,3,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
-0.14360548327514,-0.112956627625477,-0.792686197091793,-0.988032765748344,0.519665699819308,-0.605319486353109,-1.03190079210397,0.794493988170993,0.0918270447701624,0.169957875577836,0.352837394168492,0.626327800474372,0.307685235003481,-0.944279376446777,0.350929789511123,0.527427162930282,-0.552651157790582,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,6,5,1,0,0,0,0,1,0,0,0,0,1,0,0,3,3,0,1,4,1,1,4,1,1,3,4,1,0,0,0,3,3,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0.75794100443697,0.264103840944333,-0.792686197091793,0.446068774741392,0.233105920061958,0.584513589665149,0.618542262981918,-0.784503797846999,-0.181692567917736,-1.04515762211958,-0.925705063955099,0.626327800474372,0.307685235003481,1.08599714387108,0.350929789511123,-1.45334176536631,-0.169687996542185,1,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,7,5,1,0,1,0,0,0,0,1,0,0,0,0,0,3,3,0,1,4,4,6,4,1,1,4,1,1,0,0,0,1,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0.173108455996714,-0.113425220270993,-0.792686197091793,0.822042020050318,-1.27474434961362,-0.38877452339871,-0.685255588145815,-0.784503797846999,-1.47720433946949,-1.04515762211958,-1.56497629301689,-0.924604452482965,0.307685235003481,1.17168299889014,-0.268720450200709,-1.45334176536631,0.787719906578809,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,5,1,0,0,0,1,0,0,0,0,1,0,0,0,3,3,1,0,3,1,5,3,1,1,3,0,1,0,0,0,3,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
-2.77700828481681,-0.822837911500537,-0.792686197091793,1.37812220921981,-0.469647825533449,0.828999838162051,0.609244557854986,-0.784503797846999,-0.190931182960658,-1.04515762211958,-0.925705063955099,0.626327800474372,0.307685235003481,1.1073812321329,0.970580029222955,0.483232469160502,-0.600521552946632,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,7,5,1,0,0,1,0,0,0,0,1,0,0,0,0,4,3,0,1,4,1,6,5,1,1,4,2,1,0,0,0,3,3,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
-3.40189507437334,-3.28075953284589,1.58394546099638,-0.636824225220245,-0.53105349262431,-1.31782226768694,-2.55795611016182,0.392737155042155,-1.12946533048049,-1.04515762211958,-0.925705063955099,-0.924604452482965,-1.00447533591049,1.22399720888157,-0.88837068991254,-1.45334176536631,0.739849511422759,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,5,1,0,1,0,0,0,0,1,0,0,0,0,1,3,3,1,0,3,1,3,3,1,1,3,0,0,0,1,0,1,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
-3.40189507437334,-3.28075953284589,1.57476308734067,-0.312631726271231,-0.763030457189784,-1.22002776828818,-2.29875987645909,0.539892274153299,-0.816880766161029,0.169957875577836,-0.286433834893304,-0.924604452482965,-1.00447533591049,-0.944279376446777,-0.88837068991254,-1.45334176536631,0.739849511422759,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,5,1,0,1,0,0,0,0,1,0,0,0,0,1,3,3,1,0,3,1,3,3,1,1,3,0,0,0,1,0,1,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
-3.01183860706593,-2.67990633558368,-0.792686197091793,0.169154348555776,-0.499213517095715,-0.451642415869342,-0.781982947527369,0.619309322562488,0.0727682067987628,0.169957875577836,-0.286433834893304,0.626327800474372,0.307685235003481,1.04601616918486,0.350929789511123,-1.45334176536631,0.54836793079856,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,6,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0,3,1,5,3,1,1,4,3,1,0,0,0,1,3,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
-3.01183860706593,-2.67990633558368,-0.792686197091793,-0.988032765748344,0.626557046236732,-0.495882784644972,-0.851897104545274,-0.784503797846999,-1.64278679225387,-1.04515762211958,-1.56497629301689,-0.924604452482965,-1.00447533591049,-0.944279376446777,-1.50802092962437,0.117277947359418,0.54836793079856,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,6,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0,4,1,1,5,1,1,3,0,1,0,0,0,1,3,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1.3083375457165,0.724576421618407,1.1521855754493,-0.988032765748344,2.34136715684818,1.25976132360897,1.22028056817076,0.866903649955842,1.53243912330536,0.169957875577836,2.27065108135388,0.626327800474372,1.61984580591745,0.975678915305278,0.350929789511123,0.786807449379787,-1.12709589966318,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,9,5,1,0,0,0,0,1,0,0,0,0,1,0,2,5,3,0,1,5,1,1,5,1,1,5,4,1,0,0,0,3,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
1.06163449147449,0.728399904338681,1.32603596550782,-0.988032765748344,2.23675009439708,1.15265306236271,1.05729192137121,-0.784503797846999,0.254268686901014,0.169957875577836,0.352837394168492,-0.924604452482965,1.61984580591745,-0.944279376446777,-0.268720450200709,0.185670016131867,-1.12709589966318,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,8,5,1,0,0,0,0,1,0,0,0,0,1,0,2,4,3,0,1,4,1,1,5,1,1,4,0,1,0,0,0,2,3,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1
0.930376048860001,0.508286069808618,1.6598077837591,-0.740385717940069,2.33681858891552,1.5112328934915,1.35324079223392,-0.784503797846999,0.548336701853225,0.169957875577836,0.352837394168492,0.626327800474372,1.61984580591745,1.08599714387108,-0.268720450200709,0.521369128058768,-0.88774392388293,1,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,9,5,0,1,0,0,0,1,0,0,0,0,1,0,1,4,3,0,1,5,1,6,5,1,1,5,4,1,0,0,0,3,3,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.53726981790801,0.90914980605171,1.30149320188549,-0.924995335397147,2.80532108597913,1.79995951076404,1.57265367440369,-0.784503797846999,0.766355140398102,0.169957875577836,0.992108623230287,0.626327800474372,1.61984580591745,-0.944279376446777,-0.268720450200709,0.736337012674595,-0.93561431903898,1,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,8,5,0,1,0,0,0,0,0,0,0,0,0,0,1,4,3,0,1,5,1,6,5,1,1,5,4,1,0,0,0,2,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
1.53657760995583,0.93380557936073,1.879800407962,2.10305265825857,2.07527593278778,4.1842825437243,2.79255764659401,-0.784503797846999,1.97850620719755,0.169957875577836,2.27065108135388,2.17726005343171,1.61984580591745,1.1382606539075,1.59023026893479,0.841436329808429,-0.83987352872688,1,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,9,5,0,1,0,0,0,1,0,0,0,0,1,0,1,5,3,0,1,5,4,6,5,1,1,5,4,1,0,0,0,3,3,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1
1.39594035509446,0.842234799468576,1.28860369766921,0.313239903644226,1.21104802558307,1.44836500102087,1.33300923722178,0.530549091987512,1.41904901698788,0.169957875577836,0.352837394168492,0.626327800474372,1.61984580591745,1.16846809010641,1.59023026893479,0.776451347795698,-0.744132738414781,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,8,5,1,0,0,0,0,1,0,0,0,0,1,0,1,4,3,0,1,4,4,6,5,1,1,4,5,1,0,0,0,3,3,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
-1.42884918943266,-0.435518352795449,1.18793708228734,-0.934000682590175,1.7864418690641,0.747504421996417,0.685133179862048,-0.784503797846999,-0.115524859003341,-1.04515762211958,-0.286433834893304,0.626327800474372,0.307685235003481,0.905873414537404,-0.268720450200709,0.335919546072736,-0.93561431903898,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,8,5,1,0,0,0,0,1,0,0,0,0,1,0,2,4,3,0,1,4,2,6,5,1,1,4,4,1,0,0,0,2,3,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
1.24850644692977,1.44006145224669,-0.792686197091793,-0.988032765748344,1.73640762180488,0.640396160750155,0.578833895130616,-0.784503797846999,-0.221148575561845,0.169957875577836,-0.286433834893304,-0.924604452482965,0.307685235003481,0.448765167633118,-0.268720450200709,0.000220434145834818,-0.88774392388293,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,6,5,1,0,0,0,0,1,0,0,0,0,1,0,0,4,3,0,1,4,1,1,5,1,1,4,0,1,0,0,0,3,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
-1.2869032112948,-2.01101782169208,0.241288808968327,-0.952011376976231,1.29292224837089,0.223605318074484,0.126778210341335,-0.784503797846999,-0.670331292449164,-1.04515762211958,-0.286433834893304,-0.924604452482965,0.307685235003481,0.836173298410345,-0.268720450200709,0.724757281611185,-0.93561431903898,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,7,5,1,0,0,0,0,1,0,0,0,0,1,0,1,4,3,0,1,4,3,6,5,1,1,4,0,1,0,0,0,3,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0.0413777142910604,0.791104350735085,-0.792686197091793,-0.254096969516548,-1.14283587956659,-1.54833787341259,-1.21457567756615,0.687047393264443,-0.106508294020872,0.169957875577836,0.352837394168492,0.626327800474372,0.307685235003481,0.836173298410345,1.59023026893479,-1.45334176536631,-0.83987352872688,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,7,5,1,0,0,0,0,1,0,0,0,0,1,0,0,4,3,0,1,4,1,6,5,1,1,4,4,0,1,0,0,3,3,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
-0.14360548327514,-0.0723807141652533,-0.792686197091793,-0.988032765748344,0.651574169866342,-0.470269939564344,-0.811229443202246,1.28501105187481,0.611445606162125,0.169957875577836,0.352837394168492,0.626327800474372,0.307685235003481,0.975678915305278,0.350929789511123,0.326679333901334,-0.83987352872688,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,7,5,1,0,0,0,0,1,0,0,0,0,1,0,0,4,3,0,1,4,1,1,5,1,1,4,4,0,1,0,0,3,3,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
-0.29009545074479,1.32376279860966,1.01900149768668,-0.988032765748344,2.43006423153498,1.35057050162211,1.25452961226236,1.15420650155379,1.71390271354558,1.38507337327525,0.352837394168492,0.626327800474372,1.61984580591745,0.28177190919889,0.350929789511123,1.31901676650931,-0.552651157790582,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,5,0,1,0,0,0,1,0,0,0,0,1,0,1,4,3,0,1,5,1,1,5,1,1,4,3,1,0,0,0,3,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.299386680724507,0.0195303946238443,1.27864273356028,-0.988032765748344,2.35273857667982,1.27140352591835,1.15844769085098,-0.784503797846999,0.354781576999793,-1.04515762211958,-0.286433834893304,0.626327800474372,1.61984580591745,0.975678915305278,-0.268720450200709,-1.45334176536631,-0.93561431903898,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,8,5,1,0,0,0,0,1,0,0,0,0,1,0,1,4,3,0,1,4,1,1,5,1,1,4,4,1,0,0,0,2,3,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
0.996711015125452,0.0688442405619758,-0.792686197091793,-0.988032765748344,1.4953335213741,0.393581471791378,0.319122787651253,-0.784503797846999,-0.479209130463999,-1.04515762211958,-1.56497629301689,-0.924604452482965,0.307685235003481,-0.944279376446777,-0.268720450200709,0.796934245635542,-1.12709589966318,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,7,5,0,1,0,0,0,1,0,0,0,0,1,0,0,4,3,0,1,4,1,1,5,1,1,4,0,1,0,0,0,2,3,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
0.72225301547421,0.314518782832612,-0.792686197091793,2.19535746698711,-1.1519330154319,0.975691587260193,0.900178724978939,-0.784503797846999,0.0981539984036741,-1.04515762211958,-0.286433834893304,0.626327800474372,0.307685235003481,-0.944279376446777,0.970580029222955,1.18351220480521,-0.88774392388293,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,6,5,1,0,0,0,0,1,0,0,0,0,1,0,0,4,3,0,1,5,1,6,5,1,1,4,4,1,0,0,0,3,3,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0.173108455996714,0.575473128336435,1.04467942706962,-0.988032765748344,0.615185626405092,-0.507524986954348,-0.870559406659032,1.1495349104709,0.476465406736125,0.169957875577836,0.992108623230287,-0.924604452482965,0.307685235003481,0.975678915305278,0.350929789511123,0.483232469160502,-0.83987352872688,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,7,5,1,0,0,0,0,1,0,0,0,0,1,0,1,4,3,0,1,4,3,1,5,1,1,4,0,1,0,0,0,2,3,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
